Movie ID,Review Title,Review Content,Review Date,Worldwide BO,Sentiment Score
tt0435705,quickest hour    half ever,next is different whether is true sci  fi is  opinion  debatable  oh yes  is paranormal  no doubt  find opening scene  cris johnson nicholas cage is las vegas magician difference  has gift can see briefly future  opportunist would do  uses financial advantage  not stage act also gambling tables  cris is also sensible  whilst could use gift make millions  briefly  makes enough do wants do life without drawing attention would consistently relieved house large sums money  following unfortunate incident casino cris is mistaken petty robber  viewing cctv coverage incident  fbi agent callie ferris realises gift tries recruit help stopping international terrorist gang is threatening explode stolen soviet nuclear bomb los angeles  putting 8 million peoples lives stake  ferris julianne moore thinks somewhat mistakenly cris can help find terrorists are going act happens  knowing limits  cris wants nothing circumstances leave no alternative  movie ends p   happens change cris mind makes movie well worth watching thats makes refreshingly different surprising story,"Oct 1, 2014",77621983,-0.3315
tt0435705,keeps watching find happens next,was really interesting watch movie took ability see future idea slightly new direction  lead character can see future  happens 2 minutes future  furthermore  lives life laying low not get attention  is cool idea movie    takes finally does get noticed  nicolas cage does great job playing lead role guy wants left alone  julianne moore is effective bright ruthless government agent pursuing cage greater good   movie is engaging you always want find happens next get see interesting idea played out can use amazing yet limited ability given critical challenges sci  fan like idea behind movie  definitely catch  everyone else  say definite thumbs,"Jun 7, 2008",77621983,0.9894
tt0435705,sometimes get deep,enjoyed premise film  felt like often do  got neat idea are going do it nicolas cage plays man can see two minutes future  allows move different places avoid danger  protect people danger   problem comes immutability time  change things  saw really wasnt true hence plot hole  was fun watching dodge bullets punches  is hard swallow is mind can put order  is going constantly can truly control  mystery is life  can know mystery  part problem is never really understood bad guys were i dont mean grander scale details  cages relationship biel is nice can even have relationship  two minute thing was convenient  had half hour day  would affect things  anyway  ending comes  seems satisfying sad  someone said people booed end  sure people  leaving little much imagination is quite stretch  was fun couple hours  one shouldnt think much  philip k  dick  can provoke us pretty well,"Aug 31, 2007",77621983,0.8705
tt0435705,good  not cheesy  not overblown  pretty darn good,cris johnson has ability see 2 minutes future  works low  level magic act las vegas secret ability also makes money gambling  however  fbi agent sees uncanny ability foresee immediate future tries get foil terrorist plot  basic plot outline isnt wholly exciting can initially smell outdated cold war plot lines  seeing is hands hollywood form big budget action vehicle definitely turn many viewers  recent highly contrived sci  fi action movie deja vu is also another potential unfair strike movie   clear doubt  film is actually good succeeds intriguing not cheesy time  completely unlike deja vu   next leaves lot audiences imagination certain things are accept basis is movie  no lengthy pseudo  science speeches  movie also makes good use computer effects  arent many are  arent awful looking like director lee tamahoris last feature xxx state union   johnsons clairvoyance is shown clever way story takes several nice turns  is stock hollywood romantic angle  cheesiness is mercifully spared is not done  actually played humorously certain scenes  kicker is ending  dare not give away  is real breath fresh air  leaves lot think ultimately ends film  not bang many people might expect big  budget action  fest  no  definitely not bang  hum  hum stay finish watching think happened may still happen     8  10rated pg  13 violence,"Apr 28, 2007",77621983,0.8572
tt0435705,better,one upsides catastrophic collapse cinema past 6 7 years is going back watch films passed first time around  is one those sci  fi  esque action thriller nicolas cage man can see two minutes future  julianne moore fbi agent trying bring prevent terrorist attack  preposterous stuff  course  full brim plot  holes apparently based  loosely philip k  dick short story  doesnt ponder implications themes raises depth make even slightest attempt realism  none ever feels like makes much sense  really nothing big  dumb  fast  moving action flick  exciting enjoyable  effortlessly fun way would actually seem impossible anyone working hollywood achieve today  like much would have  5  9  10,"Feb 19, 2024",77621983,-0.6421
tt0435705,unexpectedly funny,nicolas cage is comfortable playing las vegas magician cris johnson fun action  sci  fi thriller next  cris has uncanny ability see two minutes future  compels fbi agent ferris played stony  faced julianne moore convince cris help stop nuclear bomb going la  sick government experiments was exposed since childhood  cris is reluctant  discovers ultimately cost life liz  girl dreams jessica biel  based philip k  dick story golden man  next is satisfactorily directed lee tamahori die another day  along came spider  movie is entertaining  especially since dialogue remained light didnt assume serious philosophical route plus  action sequences are solid  was puzzling  though  see biel damsel   distress role couldve easily played starlet  athletic assets take backseat exotic beauty  could not have stressed enough lovestruck cris  moments  fortified lack believable chemistry cris liz  were almost always brink comedy  made movie unexpectedly funny well,"Jun 18, 2007",77621983,0.9577
tt0435705,can appreciated,next is type film has great potential highly entertaining  also kind film seems easy hate  key watching next is one must let go critical  cynical attitude  enjoy film were piece literature  respect  decent  unique film  many people go movies point every little flaw story production cant even enjoy art  hundreds people spent lot time  effort  money entertain us  least can do is respectful  next is tempting criticize  let enjoy  thing happened first hulk movie    many dumbass morons werent intelligent enough follow concept  have make another one appeal dumb  testosterone  driven assholes    kinds people actually thought lxg was good movie,"May 5, 2007",77621983,0.5021
tt0435705,great mindbender,next is one films requires second viewing  theres lot going plot doubles back multiple times  granted  are plot holes motivations are suspect  overall tends entertain keep going often not  nicolas cage plays cris johnson  man can see two minutes future predict happen  problem is future constantly shifts every action change next future  fact can see 2 minutes ahead also limits somewhat  does however help greatly magic career las vegas showman  also helps playing small time gambling  unfortunately  has gotten attention fbi want cris help stop russia nuclear bomb detonated american soil  said  theres lot backtracking story  may serve confuse is really important storyline  cage turns great performance slightly eccentric seeming cris  julianne moore is fine hard nosed fbi agent jessica biel does can somewhat thankless role love interest  overall  really enjoyed next  fun sci  fi film is perfect start summer season,"Apr 29, 2007",77621983,0.9725
tt0435705,golden man,had seen trailer movie found story old  person can see future  expectations movie was low  like nicolas cage is went see movie  movie is magician cris johnson cage can see future 2 minutes ahead  fbi officer julianne moore is behind seek help uncover nuclear weapon post la terrorist group is want ahead fbi help cage  cage does not want help anyone is run purpose is seek girl jessica biel whose future can see longer period  movie is cage gets involved helping fbi  realize end is able save girl friend instead saving 8 million population la  last scene movie that not tell spoil show kept unsatisfied movie  nicolas cage has produced movie  lee tamahori sopranos  die another day  along came spider fame has directed movie  movie is based novel called golden man  even though story is old  format telling  is new  first scene director without wasting time tells cage can see future takes unwinding action  never let go pace movie  movie has lots twists turns mostly predictable  know hero can see future still maintains interest throughout  nicolas cage looks bit haggard has acted well  juliaane moore beautiful jessica biel have nothing extra  ordinary do characters help movie go forward  movie has good actions scenes funny moments  funny moments director allows audience see options cage can think see future  chooses one best suiting  feeling nicolas cage is trying  invent much remembered screen character can give least innings sequels  choosing ghost rider character next  have tremendous scope sequels like james bond  spiderman  superman  die hard  etc  sadly box office not ticking counters strongly  hope cage does not seem materializing soon  stars 6 10,"Apr 28, 2007",77621983,0.9805
tt0435705,fun had theater long time,fun had nothing do quality moviefirst  everyone nicholas cage was useless  julianne moore hannibal  hours was pointless  not quite much jessica beil the illusionist  neither contributed much film  least moores character was trying do something plotwise  beil  well  was look good  did  less  besides  contributed nothing distraction movie whos plot was rough enough  oh yes  plot  used quotes reason  apparently  theres group french  speaking  blond  russian terrorists  none meet long enough recognize remember name  planting nuclear bomb 50 kiloton ass   los angeles  not spoiling anything movie comes tells pretty early  moore  obsessed cage is one can stop bomb  somehow avoids fired useless superiors hunts  looking beil    saw  important was 2 minutes away can normally see  throw amateur philosophy talk destiny  half  next half is cage moore running    cage face every situation  per usual   end  much fitting end wouldve been flashback cage casting agents office cage  sorry  seen movies future  see failing miserably  bye  was fun      go group people fully recognize is not something taken seriously  sidenote best jokes are storytime fred savage ones peter falk shows early on,"Apr 27, 2007",77621983,-0.8518
tt0435705,oh yeah  well loved even made,true    always fan anything do time travel    even couple minutes future is enough get exited movie    is quality    good see nicholas cage back quality roles substance    admit  gone 60 seconds  recent ghost rider were simply vehicles made       he had island buy all  soo puleeeze  give break    geesh    actually  much liked movie  made realize crappy life have much   difference really good opportunity   whole  lotta  cash would  could make life    actually  either one either persona  dude movie  cris frank cadillac johnson althoughthe 2  minute thing might lil irritating  my gosh curseword here  meeting someone like jessica biel that fell love me  striking good looks prolly wide  range talents able actually win blackjack table    yeah  got pretty crappy life    kidding  but serious    heck  even nicholas cage which would definitely 10th  20th choice  still can imagine growing knowing world is truly at feet    meaning have enough gitas gitas green paper git us git us that do whatever want    yeah  whatever including buying island    oh well  pretty depressed    cutting one bit short  even though thoroughly enjoyed movie recommend highly    go rent it    gonna go stand traffic something    have hard time even remembering two minutes past  much less seeing future    bet thing thats going around  stml  thing short term memory loss    bottom line literally movie exudes quality     thats really takes make movie worth watching    thanks     kindest regards all    sirvertual,"Sep 30, 2007",77621983,0.9889
tt0435705,sorry say ending sucks,overall  film is quite enjoyable  love idea plot  dont quite like ending  ended different way  think better,"Jun 30, 2022",77621983,0.8498
tt0435705,movie feeds souls small kittens,went see morning huge pot macadamia nut brittle vanilla ice cream wasnt enough soften bitterness yes  thus compelled write first ever movie review order try keep people giving hard  earned cash whatever evil corporation struck movie upon us  movie is chris johnson  guy can see two minutes except plot suddenly decides three hours future  uses power cautious manner not attract much attention lead peaceful life can finally meet true love tm  since saw vision hot woman would one day enter favorite restaurant 809  one day dream finally comes true  although turns girl question is gigantic prick  not worry though  chris johnson can see future mind power thus imagine every possible way win hot womans heart  since everybody knows sure  fire way long term relationships is hide personality put act  sure enough night comes end bed  thus become lovers forever  unfortunately is exact time european terrorists decide good idea bomb la  least assume are european  sadly was dubbed version movie local theater think heard one speaking german another had lips perfectly sync voice  was probably french  motive is never explained  thus begins convoluted by mean shitty plot involving two main characters making huge sacrifices since are true loves bad guys terribly retarded  accompanied worst cgi seen last years along horrible acting although admittedly judgement is always clouded dubbed movies  top  ending is obvious  apart jessica biels beautiful body comic relief brought cages haircut is absolutely nothing remotely interesting movie  simply is gigantic waste time money  tamahori made mullholand falls  cage made  hell  acted great tons awesome movies  can assume next was intentionally made order crush minds viewers  tamahori can make movie get tonsa cash  discovered whole plan  never sleep get 6 euros back,"Apr 26, 2007",77621983,0.9526
tt0435705,decent rental anyone,believe movie should get lot credit something different  is plot was actually something different actually made sense every scene  didnt take 3 times watch movie understand happened  nicholas cage juliann moore did great job movie  give kudos cage is one favorite actors  think movie is going have special character monster something does something special  movie should show explanation exactly goes stick like main plot one  many movies like matrix turn people away movie gets crazy is going storyline  plot  characters  movie stuck guns never changed cages character could do  explained well  compiled everything together  biggest drawback movie is not 7 is movie should have given moneys worth added least 30 minutes ending show would happen realizes happened  instead quick unnecessary ending leaves upset,"Sep 28, 2007",77621983,0.9607
tt0435705,back future,next is pretty simple movie made interesting frequent use flash  backs flash  forwards result unusual yet amazing talent main character cris played nicolas cage  therefore movie does have surprises  odds  ending is quite nice  characters movie well acting performances are pretty lame never truly bad  is movie is nothing good popcorn flick  jessica biel is beautiful always  unfortunately provides little else  nicolas cage is good although character couldve easily member x  men  short lifeless movie becomes  oddly enough  exciting clever shifting past  present future,"Oct 10, 2007",77621983,0.9852
tt0435705,action  little plot meaning sloppy,next is magician  chris johnson  has ability see two minutes future  has found mystery girl affects abilities  next is forgettable  somewhat clichéd  without much meaning  direction  nicolas cage is best actor lot  biel moore do average  rest can pull much bad roles  go action  ok special effects  little thinking  is flick  do think this do really want see film abrupt ending  no real direction  meaning  no explanation many plot elements motivations terrorists which spur whole plot are unclear  making part script plot device  sole reason exist  movie have somewhat entertained length  is again forgettable goes nowhere clichés overall average acting,"Jun 1, 2007",77621983,0.34
tt0435705,great action movie,completely disagree last review  movie is one best action movies seen  action is not overwhelming  scenes are well done  best part is  unlike movies days  previews dont give away every good scene  given  previews give away almost entire plot  are talking author wrote minority report   not 10 downside would have acting is not good would hope  jessica biel is not unconvincing love interest  not entirely convincing  plot is somewhat predictable  are surprises  dont forget  is action film  not romantic comedy not love story  serves point action film  serves well  well  indeed,"Apr 28, 2007",77621983,-0.2781
tt0435705,good,lot people say was boring no plot twists  well must watching different movie  first ending was really unexpected dont see coming  second was lot suspense  get movie time goes fast  movie runs smoothly didnt see anything left  way use ability see future doesnt confuse  get rid suspense  end movie makes great no one saw coming  locations movie were cool  complaint had was car scenes  actors arent real car  can tell fake  overall okay  thought was great recommend  go see,"Apr 28, 2007",77621983,0.8388
tt0435705,next,go next movie  want say impressed science  fiction movie  story is hell simple dont know whether cris johnson nicolas cage is seeing vision real world  scenes surprised  watch  should know  plot is dead simple  get cris johnson  magician  performing cheap tricks somewhere las vegas group terrorist threatens detonate nuclear device los angeles  callie ferris julianne moore  government agent  must capture order convince help stop nuclear bombing  cris keeps escaping get mindless blowing action movie  is fun see cris has sleeves  jessica biel did good job character   seems short flick  did not realise time was passing fast  time cris got caught  is already going finish time ends  dont know  like movies like  go ahead watch   hell yeah  ending is bit expected  does have action is need  may like not like ending did good job making people surprised  watch like movies no ending  worth watching dvd,"Jul 14, 2007",77621983,-0.6794
tt0435705,sci  fi movie  bad really good,another philip k dick adaptation hits theaters  premise film is worthwhile  man can see 2 minutes ahead future even much longer future concerns love played jessica biel  beautiful unconvincing    although are nice moments script is definitely not quite  performances are poor  visual style gets ridiculous everything starts crumble instead tension get nervous laughter  talented script writer good director could have made idea come    guess didnt foresee failure  next please,"Apr 26, 2007",77621983,0.9598
tt0435705,next,film someone can see 2 minutes future was always going difficult understand way was was different  nothing like thought would had good action scenes  much ending annoyed fit film nicely  nic cage was good think someone like tom cruise would played better no offence nic does leave trying work things head used future gift put shock tactics worked  no means classic good was ever going  even cheap effects places,"Mar 5, 2020",77621983,0.9257
tt0435705,misrepresentation paramount pictures,paramount pictures definitely represented next sub  idiotic brain dead action yarn 11 year old boys   might hold bevis butthead mature role models  well  ok  wasnt exact words  was strongly implied promotion advertising  rented dvd bottom   barrel scrape mostly nicholas cage also had arm around julianna moore earlier year agreeably flirted  ahem was promise  actually get is interesting action drama  moderate pyro  tech nonsense  good acting nicholas cage julianna moore  didnt expect good story solid evening entertainment  surprise  surprise compounding stupid promotion material picture  paramount saddled instant  box  office  death title  result was next had disastrous opening week was stone cold dead multiplexes within 14 days  was scene picture nicholas cage splits 3 images   three alternate things might do next moment  cold  chill thought entered head tv series  yegads since next was flop,"Oct 17, 2007",77621983,-0.7274
tt0435705,pretty good  especially coming lee tamahori,watching die another day xxx state union  swore was not going watch another lee tamahori film  films plot outline had intrigued   realized made lee tamahori  did not stop  glad did not  is pretty good thriller  people could make lot superhero crap had extraordinary power empower hero  lee tamahori has shown admirable restraint  probably everyone trying watch film already knows is  saying is pointless  plot thought upon way are no dull moments film  sometimes have watch first hour understand action second  soft film next is not  fbi film is pretty much like are anywhere else  less intelligent  less agile  less understanding even common cine  goers like me  nicholas cage did good acting had not sometime since lord war  jessica biel looked like proper woman  is pretty extraordinary ask  is unfortunate julienne moore had do roles like stay screen  still  did could within scope role  overall  good film  wroth rental  due nature films  know ending  probably not watch  might seem little much pragmatic men women  have opinion share,"Mar 7, 2008",77621983,0.9427
tt0435705,light  years away could have  still gets job done,big fan philip k   fact flick based one stories primary reason was interested  made sure read watching  one many excellent ones  course doesnt get even remotely close justice  much is obvious    similar terminator salvation didnt deliver terrifying seemingly hopeless future world war darkness saw unforgettable glimpses 84  anyone didnt see coming must new hollywood  instead  lets look does do  exists  can choose ignore judge terms  anything else lead frustration  concept is cris johnson can see future    not particularly long  enough useful  including people  hides columbo  is approached agent starling believes can help prevent nuke detonated  fact plotdiffering greatly original  expected  wrote wouldnt have made mainstream blockbuster is stretchedfrom 33 pages book order last minimum feature film  90 minutes  definitely shows  tad time is spent character development  is nice welcomei wouldnt have minded   was stronger  rest is action sequences  pretty cool  certainly entertaining  effects range  several  can tell cgi  didnt find twists surprising  seen trailer  except maybe last one  pacing is fairly solid  kept attention  meanwhile  ending really feels like ran steam  went ahead stopped right  acting is good  dialog varies  cinematography editing are fine  tamahori is usually is  director  meaning entirely passable  nothing extraordinary  script isnt completely uncreative  are nifty uses power precognition  doesnt feel toned  although could have gotten higher rating terrorist plan  is disturbing intense content  relatively little actual violence  infrequent  moderate language  recommend looking popcorn movie built idea premonition  7  10,"Jul 12, 2009",77621983,0.9815
tt2184331,is no authentic escape,una noche looks conditions modern cuba have driven many citizens flee country  common debate us is whether conditions cuba are due castro brothers us embargo  blockade  movie shows whatever case  conditions are pretty bad  rest latin america  tourists stay fancy hotels hotels employees dont get share tourists experiences rest country  turned plot took real dimension premiered us javier nuñez florián anailín de la rúa de la torre disappeared  reportedly defecting us  things probably continue long embargo  blockade exists  anyway  really good movie  the us calls embargo  cuba calls blockade,"Dec 2, 2014",111903,-0.4009
tt2184331,brilliant cuban film,was delighted attend world premier una noche berlin film festival  loved  judging audiences reaction  went well  mulloys cinematography feels modern sleek  film has high  budget feel  imagine real budget was surprisingly small  working cuba no doubt present endless challenges directors artistic vision  technique montaging  seemingly unrelated shots fairly simple scenes definitely builds complex rich background portrayal cuba  deeply aesthetic nature  say technique works pretty well  films real strength  however  is acting  three lead characters have brilliantly simply human chemistry  mulloy captured expertly  is definitely film human relationships  not politics  appeals heart instead head  plot works simple premise  seems fitting  is cuban film  intellectually unsophisticated  rich heart   earth observations  earthy   bold decision set sail middle film splits two parts colourful vibrant portrayal life both good bad dusty cuba  bluey  grey abstract half is open claustrophobic  parts  is acting really prevails  pacing was always good  film remaining relatively constant  opposed fast  slow  fast  slow etc affair  left cinema feeling though mulloy had not set impart message  rather observe tell story  film is surprisingly apolitical stance  given portrays subject matter  say film is classic storytelling mixed rich insight cuba  maybe go one day see like,"Mar 17, 2012",111903,0.9957
tt2184331,beautiful film  great music interesting look cuba,had privilege watch film berlinale 2012  afterward hear q actors  well one cinematographers director  really enjoyed film  found story gripping  actors convincing especially considering were previously untrainedand overall film kept hooked  particular felt film showed great balance following story also managing include lot street shots showing regular people regular things  liked way was blended story  didnt detract  something else think deserves mention is music sound engineering  low budget film found superb  not was music well chosen  fitting scenes changes  overall audio presentation was great this may have partly due theater were though,"Feb 21, 2012",111903,0.9722
tt2184331,different nights,is lucy mulloys exam work new york university  already complete film maker  shot havanna amazing picture could made  critical cuban police state  much depending tourists  officers beat citizens alleys  get close wrong way foreigners  twin couple  boy girl  are close  another boy  raoul  twin boy is love  doesnt dare show  macho surroundings  theres panic different reasons three kids plan leave cuba dangerous way  strong movie  far clichés,"Jun 8, 2014",111903,0.0772
tt2184331,not cuban movie,is american movie cubans  seemed  director did research years la havana confirm show had mind previously  movie lacks cuban heart  times  depicts la havana was slum india  brazil haiti  place full poor people  without support state  state is oppressive machine  cuba is full contrasts  one goes  lives theres  was born  looks different aspects  director  was not able did not want move point view  something less conventional,"Aug 28, 2020",111903,-0.4731
tt2184331,fantastic screenplay script acting,is fantastic movie  actors enacted characters well  script even though spanish screen play are great appropriately  sub  titles convey mood scene without losing anything translation  movie is action packed  has nail  biting moments  shows lot fun excitement along desperation  sound track is beautiful makes want visit cuba  q  session end movie tribeca film festival was insightful movie was made  despite challenges  small team extremely dedicated talented people have come together great crew make fantastic movie  would love watch theaters  cant wait national theater release us  hope gets nominated oscar wins too,"Jan 24, 2013",111903,0.9941
tt2184331,truly beautiful movie,cuban spent two decades living island thus know authenticity means comes judging is really cuban is not  is beautiful quite accurate movie comes cuba know  wonder kind help mulloy director received people cuba script couldnt cuban language expressions  characters  locations on  has managed give us fresh picture cuban reality despite course necessary dosage fiction movie carries  think mulloy achievement production is far trivial  resourceful heavy weights movie industry like benicio del toro have not able  personal opinion  capture cuba powerfully thinking 7 days havana  kudos mulloy people involved production wonderful gift world  especially cubans living abroad cant stop missing island every single day lives  thank know have given review 9 dont believe perfection,"May 25, 2015",111903,0.9573
tt2184331,gripping tale survival una noche reviewed iff panama,lucy mulloys una noche one night takes depths cuban culture exposes far main characters are willing go find better life  daniel arrechaga  plays raul  is energetic free spirit whos drowning sedentary existence mundane job time trying sell trade whatever can support hiv positive prostitute mother  time is running rauls gets restless proceeds unintentionally create situation force flee order avoid prosecution  childhood friend elio javier núñez florián sister lila anailín de la rúa de la torre are similar desperate situations find facing daily austerity face impending bleak future  rauls unawareness elios feelings towards makes matters ever interesting men choose embark odyssey sea made raft  plans are altered lila  sudden addition trip  concept little work  threesome sets sea hoping survive treacherous times life threatening waters order find new life miami  three find dicey situation lilas menstruation becomes call feast hungry sharks catalyst unnerving troubling ending  leads performances fascinating look surviving repressed cuban society stern consequences choose engage minor infractions  is makes remarkable sexually charged feature journey never forget,"Apr 19, 2013",111903,0.9641
